comuna,municipio,edad,sexo,máximo_nivel_educativo_alcanzado,grupo_poblacional,tipo_de_contrato,profesión_u_ocupación,salario,cargo_solicitado,nivel_del_cargo,No_días_del_registro_hasta_contratación,No_días_de_la_postulación_hasta_contratación,No_días_del_empleador_en_cubrir_vacante
13,medellin,18,masculino,secundaria,ninguno,termino fijo,bachiller academico,1000000,auxiliar de campo (comuna 13),operativo,12,12,12.0
99,bello,26,masculino,tecnológico,ninguno,termino indefinido,tecnologo en sistemas,900000,asesor contact center servicios de hogar,operativo,21,11,26.0
16,medellin,25,masculino,técnico,ninguno,termino indefinido,técnico en comercio internacional,900000,asesor contact center servicios de hogar,operativo,15,11,26.0
5,medellin,50,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de obra,operativo,33,18,35.0
5,medellin,57,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de obra,operativo,33,18,35.0
5,medellin,39,masculino,secundaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de obra,operativo,7,20,37.0
7,medellin,41,femenino,secundaria,ninguno,termino fijo,bachiller,781242,cajera,operativo,238,2,10.0
8,medellin,23,femenino,secundaria,ninguno,termino fijo,bachiller,781242,cajera,operativo,138,2,10.0
8,medellin,28,femenino,técnico,ninguno,termino fijo,técnica comercial,781242,cajera,operativo,745,2,10.0
80,medellin,25,femenino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
1,medellin,42,femenino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
3,medellin,39,masculino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
99,copacabana,25,masculino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
99,bello,43,masculino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
2,medellin,57,masculino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
1,medellin,46,masculino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
1,medellin,53,femenino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
8,medellin,42,femenino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
1,medellin,46,femenino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
5,medellin,46,femenino,secundaria,ninguno,termino indefinido,operario,900000,operario de lavandería,operativo,81,12,15.0
5,medellin,25,femenino,técnico,ninguno,termino indefinido,auxiliar administrativo,1000000,auxiliar administrativo,administrativo,81,12,15.0
8,no dato,36,femenino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
13,no dato,39,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
4,no dato,31,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
7,no dato,37,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
8,no dato,23,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
8,no dato,25,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
5,no dato,31,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
1,no dato,46,femenino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
1,no dato,31,femenino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
8,no dato,23,femenino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
1,no dato,48,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
7,no dato,45,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
4,no dato,20,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
1,no dato,36,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
8,no dato,35,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
10,no dato,46,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
10,no dato,23,masculino,secundaria,ninguno,termino fijo,ayudante de jardinería,781242,ayudante de jardinería,operativo,81,12,15.0
4,aranjuez,36,masculino,tecnológico,ninguno,obra o labor,tecnologo en salud ocupacional,1627000,residente sst,administrativo,1394,1,1.0
99,marinilla,28,masculino,profesional,ninguno,obra o labor,ingeniero civil,5266580,director de obra,operativo,33,12,12.0
7,robledo,23,femenino,profesional,ninguno,obra o labor,constructor civil,2000000,residente civil,operativo,39,1,1.0
7,robledo,25,masculino,técnico,ninguno,obra o labor,tecnico en venta de productos y servicios,953100,ayudante entendido,operativo,140,10,10.0
7,olaya herrera,24,masculino,secundaria,ninguno,obra o labor,secundaria,953100,ayudante entendido,operativo,24,10,10.0
7,robledo,49,masculino,secundaria,ninguno,obra o labor,secundaria,1694400,oficial,operativo,170,6,6.0
99,bello,41,masculino,secundaria,ninguno,obra o labor,secundaria,1694400,oficial,administrativo,65,12,12.0
7,robledo,31,masculino,secundaria,ninguno,obra o labor,secundaria,1694400,oficial,operativo,61,12,12.0
5,florencia,45,masculino,primaria,ninguno,obra o labor,primaria,1694400,oficial,operativo,31,12,12.0
8,la ladera,46,masculino,secundaria,ninguno,obra o labor,secundaria,1694400,oficial,administrativo,134,14,14.0
70,aguas frias,50,masculino,técnico,ninguno,obra o labor,oficial de construccion,1694400,oficial,operativo,565,17,17.0
2,villa del socorro,61,masculino,secundaria,ninguno,obra o labor,secundaria,1694400,oficial,operativo,103,5,5.0
99,bello,35,masculino,secundaria,ninguno,obra o labor,secundaria,1694400,oficial,operativo,158,17,17.0
60,san cristobal,29,masculino,técnico,ninguno,obra o labor,tecnica en construccion de vias,781400,ayudante,operativo,171,10,10.0
2,villa del socorro,45,masculino,primaria,ninguno,obra o labor,primaria,781400,ayudante,operativo,58,16,16.0
13,blanquizal,24,masculino,secundaria,ninguno,obra o labor,secundaria,781400,ayudante,operativo,183,12,12.0
13,el socorro,42,masculino,primaria,ninguno,obra o labor,primaria,781400,ayudante,operativo,163,18,18.0
1,santo domingo,57,masculino,primaria,ninguno,obra o labor,primaria,781400,ayudante,operativo,1432,18,18.0
1,santo domingo,58,masculino,secundaria,ninguno,obra o labor,secundaria,781400,ayudante,operativo,63,18,18.0
16,medellin,58,masculino,primaria,ninguno,obra o labor,primaria,781400,ayudante,operativo,88,14,14.0
99,bello,38,masculino,secundaria,ninguno,obra o labor,secundaria,781400,ayudante,operativo,151,28,28.0
14,medellin,38,masculino,profesional,ninguno,obra o labor,ingeniero ambiental,2000000,residente ambiental,administrativo,67,16,16.0
3,manrrique,48,masculino,secundaria,ninguno,obra o labor,secundaria,781400,auxiliar almacenista,operativo,49,7,7.0
15,guayabal,59,masculino,secundaria,ninguno,obra o labor,secundaria,2000000,maestro,administrativo,106,17,17.0
15,guayabal,44,femenino,profesional,ninguno,obra o labor,trabajadora social,1627000,residente social,administrativo,124,13,13.0
13,blanquizal,30,masculino,secundaria,ninguno,obra o labor,secundaria,781400,auxiliar electrico,operativo,114,20,20.0
3,manrrique,26,masculino,técnico,ninguno,obra o labor,tecnico en mantenimiento,1470000,electricista,operativo,528,10,10.0
99,bello,23,masculino,secundaria,ninguno,obra o labor,secundaria,1470000,oficial hierro,operativo,621,19,19.0
4,miranda,57,masculino,secundaria,ninguno,obra o labor,secundaria,1245916,vigilancia,operativo,1529,3,3.0
12,medellin,36,femenino,tecnico laboral,ninguno,termino fijo,auxiliar de obra,1500000,administrador de restaurante,administrativo,19,13,15.0
5,medellin,24,femenino,tecnologia,ninguno,obra o labor,coordinadora,2000000,coordinadora,administrativo,118,1,1.0
5,medellin,48,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781242,ayudante de obra,operativo,81,12,10.0
5,medellin,22,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781243,ayudante de obra,operativo,3,12,10.0
5,medellin,29,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781244,ayudante de obra,operativo,312,12,11.0
99,bello,30,masculino,profesional,ninguno,obra o labor,trabajador social,1400000,trabajador social,administrativo,827,12,15.0
13,medellin,36,masculino,primaria,ninguno,obra o labor,oficial de construccion,1200000,oficial de obra,operativo,81,12,15.0
13,medellin,38,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,81,12,15.0
13,medellin,23,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,81,12,15.0
13,medellin,30,masculino,primaria,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,81,12,15.0
13,medellin,49,masculino,primaria,ninguno,obra o labor,auxiliar de transito,781242,auxiliar de transito,operativo,83,12,15.0
13,medellin,44,masculino,profesional,ninguno,obra o labor,ingeniero ambiental,2400000,ingeniero ambiental,administrativo,883,12,15.0
13,medellin,39,femenino,profesional,ninguno,obra o labor,ingeniero ambiental,2400000,ingeniero ambiental,administrativo,545,12,15.0
13,medellin,20,femenino,secundaria,ninguno,fijo,operario,781242,representante de servicio al cliente,operativo,112,6,7.0
5,medellin,20,masculino,técnico,ninguno,fijo,auxiliar contable,874500,asesor contact center,operativo,513,16,40.0
5,medellin,24,femenino,secundaria,ninguno,fijo,operaria de maquina,874500,asesor call center,operativo,17,16,40.0
9,medellin,35,femenino,tecnológico,ninguno,fijo,administradora de empresas,874500,asesor call center,operativo,29,16,40.0
15,medellin,43,femenino,técnico,ninguno,termino indefinido,mercaderista,900000,asesora punto de venta,comercial,1709,4,10.0
90,medellin,20,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,148,4,6.0
90,medellin,21,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,10,1,1.0
90,medellin,23,masculino,ninguno,ninguno,obra o labor,ayudante de construcción,781242,ayudante de construcción,operativo,10,1,1.0
99,envigado,62,masculino,secundaria,ninguno,termino fijo,mensajero,781242,conductor,operativo,13,4,9.0
10,medellin,34,femenino,secundaria,ninguno,termino indefinido,asesora de ventas,800000,asesora de ventas,comercial,98,24,33.0
3,medellin,25,femenino,secundaria,ninguno,termino indefinido,asesora de ventas,800000,asesora de ventas,comercial,60,24,33.0
7,medellin,45,masculino,tecnológico,ninguno,termino indefinido,carpintero,1600000,carpintero finalizta,operativo,1521,2,13.0
99,la estrella,19,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,112,1,15.0
7,medellin,20,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,1277,1,15.0
9,medellin,20,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,129,1,15.0
7,medellin,19,masculino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,393,1,15.0
4,medellin,19,masculino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,161,1,15.0
6,medellin,21,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,918,1,15.0
2,medellin,21,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,140,1,15.0
1,medellin,22,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,147,1,15.0
13,medellin,21,masculino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,186,1,15.0
8,medellin,18,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,185,1,15.0
3,medellin,26,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,102,1,15.0
2,medellin,23,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,536,1,15.0
12,medellin,19,femenino,bachiller,ninguno,termino fijo,bachiller académico,793000,asesor cobranzas cardif,operativo,99,1,15.0
13,medellin,33,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,84,12,15.0
13,medellin,40,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,12,12,15.0
13,medellin,51,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,83,12,15.0
13,medellin,54,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,84,12,15.0
13,medellin,28,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,81,12,15.0
13,medellin,37,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,81,12,15.0
13,medellin,52,masculino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,243,12,15.0
13,medellin,31,femenino,ninguno,ninguno,obra o labor,ayudante de construccion,781244,ayudante de construccion,operativo,123,12,15.0
99,bello,24,femenino,profesional,ninguno,termino indefinido,administradora de empresas,2000000,recaudador,administrativo,1009,43,50.0
7,medellín,22,masculino,secundaria,ninguno,termino indefinido,ayudante electrico,900000,auxiliar eléctrico,operativo,11,11,17.0
9,medellín,32,masculino,secundaria,ninguno,termino indefinido,"instalador de cctv, red contra incendio, automatizacion",1200000,técnico en alarmas,operativo,387,11,17.0
8,medellin,53,masculino,especialización,ninguno,termino fijo,contador especialista  en gestión tributaria,3000000,contador,administrativo,489,49,60.0
3,medellin,32,femenino,profesional,ninguno,termino fijo,administradora comercial y de mercado,1800000,asesor comercial,comercial,63,61,78.0
10,medellin,25,masculino,técnico,ninguno,fijo,producción para las practicas musicales,990000,instructor de música,técnico,120,63,66.0
12,medellin,36,femenino,técnico,ninguno,fijo,auxiliar de ventas,781242,cajero polifuncional,operativo,43,11,14.0
13,medellin,20,femenino,tecnológico,ninguno,fijo,gestión del talento humano,781242,cajero polifuncional,operativo,187,20,23.0
16,medellin,31,femenino,técnico,ninguno,fijo,secretariado,781242,asesor call center,operativo,49,1,7.0
99,itagui,19,masculino,profesional,ninguno,fijo,estudiante,781242,asesor call center,operativo,58,1,7.0
3,medellin,28,masculino,técnico,ninguno,fijo,"operación de equipos, del transporte y oficios",781242,asesor call center,operativo,55,1,7.0
7,medellin,44,masculino,secundaria,ninguno,obra labor,ayudante de construcción,781242,ayudante de construcción,operativo,239,12,30.0
99,envigado,41,masculino,bachiller,ninguno,obra labor,ayudante de construcción,781242,ayudante de construccióno,operativo,239,12,30.0
7,medellin,26,femenino,tecnico,ninguno,obra labor,ayudante de construcción  (supervisor obra),781242,ayudante de construccióno,operativo,239,12,30.0
13,medellin,35,masculino,bachiller,ninguno,obra labor,ayudante de construcción  (supervisor obra),781242,ayudante de construccióno,operativo,239,12,30.0
4,medellin,35,masculino,secundaria,ninguno,obra labor,ayudante de construcción  (supervisor obra),781242,ayudante de construccióno,operativo,239,12,30.0
4,medellin,27,masculino,secundaria,ninguno,obra labor,ayudante de construcción  (supervisor obra),781242,ayudante de construccióno,operativo,239,12,30.0
15,medellin,45,masculino,secundaria,ninguno,obra labor,ayudante de construcción  (supervisor obra),781242,ayudante de construccióno,operativo,239,12,30.0
4,medellin,63,masculino,secundaria,ninguno,obra labor,ayudante de construcción  (supervisor obra),781242,ayudante de construccióno,operativo,239,12,30.0
60,medellin,25,masculino,secundaria,ninguno,obra labor,ayudante de construcción  (supervisor obra),781242,ayudante de construccióno,operativo,239,12,30.0
6,medellin,30,masculino,secundaria,ninguno,obra labor,ayudante de construcción  (supervisor obra),781242,ayudante de construccióno,operativo,239,12,30.0
99,itagüí,49,masculino,secundaria,ninguno,obra labor,ayudante de construcción  (supervisor obra),781242,ayudante de construccióno,operativo,239,12,30.0
9,buenos aires,34,masculino,secundaria,ninguno,obra o labor,secundaria,1470000,oficial hierro,operativo,59,40,38.0
99,bello,21,masculino,primaria,ninguno,obra o labor,primaria,781400,ayudante,operativo,57,40,38.0
4,moravia,36,masculino,primaria,ninguno,obra o labor,primaria,781400,ayudante,operativo,670,40,38.0
3,manrrique,27,masculino,secundaria,ninguno,obra o labor,primaria,781400,ayudante,operativo,4,40,38.0
60,san cristobal,47,masculino,primaria,ninguno,obra o labor,primaria,781400,ayudante,operativo,6,40,38.0
99,paris,38,masculino,primaria,ninguno,obra o labor,primaria,1470000,oficial de armazón,operativo,97,40,38.0
6,medellin,35,masculino,tecnológico,ninguno,termino fijo,tecnologo en redes y seguridad informatica,1300000,coordinador de sistemas,técnico,648,27,33.0
5,medellin,28,masculino,secundaria,afrodescendientes,termino fijo,oficios varios,781242,auxiliar logistico,operativo,227,13,13.0
99,itagui,26,masculino,secundaria,ninguno,termino fijo,oficios varios,781242,auxiliar logistico,operativo,203,13,15.0
6,medellin,26,masculino,secundaria,ninguno,termino fijo,auxiliar logistico,781242,auxiliar logistico,operativo,417,11,13.0
7,medellin,21,masculino,técnico,ninguno,termino fijo,oficios varios,781242,auxiliar logistico,operativo,329,11,13.0
80,medellin,28,masculino,profesional,ninguno,termino fijo,oficios varios,781242,auxiliar logistico,operativo,86,11,13.0
7,robledo,31,masculino,primaria,ninguno,obra o labor,primaria,1470000,oficial de armazón,operativo,46,12,15.0
99,bello,34,masculino,primaria,ninguno,obra o labor,primaria,1470000,oficial de armazón,operativo,367,12,15.0
99,itagui,47,masculino,tecnológico,ninguno,termino indefinido,tecnologo en electronica,1166000,tecnico de mantenimiento,operativo,440,11,18.0
99,itagui,25,masculino,no dato,ninguno,termino indefinido,no dato,800000,asesor comercial externo,comercial,10,12,15.0
99,envigado,24,masculino,secundaria,ninguno,termino indefinido,bachiller,781242,aprendiz sena,administrativo,81,27,31.0
12,calasanz,19,masculino,secundaria,ninguno,termino indefinido,bachiller,781242,aprendiz sena,administrativo,81,27,31.0
16,medellin,17,femenino,secundaria,ninguno,termino indefinido,bachiller,781242,aprendiz sena,administrativo,81,27,31.0
16,medellin,21,femenino,secundaria,ninguno,termino indefinido,bachiller,781242,aprendiz sena,administrativo,81,27,31.0
99,copacabana,24,masculino,secundaria,ninguno,termino indefinido,bachiller,781242,aprendiz sena,administrativo,1511,27,31.0
10,san benito,22,masculino,secundaria,ninguno,termino indefinido,bachiller,781242,aprendiz sena,administrativo,711,27,31.0
99,copacabana,19,femenino,secundaria,ninguno,termino indefinido,bachiller,781242,aprendiz sena,administrativo,711,27,31.0
99,bello,25,masculino,técnico,ninguno,termino indefinido,técnico en administración de empresas,1400000,asesor comercial,comercial,702,6,12.0
60,medellín,21,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,81,12,12.0
8,medellín,31,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,81,12,12.0
5,medellín,50,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,14,12,12.0
5,medellín,57,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,14,12,12.0
8,medellín,31,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,81,12,12.0
7,medellín,51,masculino,primaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,81,12,12.0
7,medellin,47,masculino,secundaria,ninguno,termino indefinido,conductor,850000,conductor de alimentos,operativo,64,4,8.0
99,itagui,25,masculino,secundaria,ninguno,termino indefinido,auxiliar de bodega,800000,auxiliar de bodega,operativo,10,1,1.0
6,medellin,18,masculino,secundaria,ninguno,termino indefinido,operario de produccion,800000,operario de produccion,operativo,10,1,1.0
99,itagui,28,masculino,secundaria,ninguno,termino indefinido,operario de produccion,800000,operario de produccion,operativo,10,1,1.0
99,caldas,30,femenino,secundaria,ninguno,termino fijo,operario de produccion,784000,operario de produccion,operativo,714,13,14.0
99,itagui,28,femenino,no dato,ninguno,obra o labor,siso,1000000,siso,administrativo,10,12,15.0
99,itagui,42,masculino,no dato,ninguno,obra o labor,auxiliar de obra,781242,auxiliar de obra,operativo,10,12,15.0
99,itagui,58,masculino,no dato,ninguno,obra o labor,auxiliar de obra,781242,auxiliar de obra,operativo,10,12,15.0
99,itagui,25,masculino,no dato,ninguno,obra o labor,auxiliar de obra,781242,auxiliar de obra,operativo,10,12,15.0
99,itagui,29,masculino,no dato,ninguno,obra o labor,oficial de obra,1000000,oficial de obra,operativo,10,12,15.0
5,medellín,23,masculino,secundaria,ninguno,obra o labor,oficial de obra,1000000,oficial de obra,operativo,81,12,15.0
5,medellín,23,masculino,secundaria,ninguno,obra o labor,auxiliar de obra,781242,auxiliar de obra,operativo,81,12,15.0
99,sabaneta,28,femenino,profesional,ninguno,termino fijo,comunicadora periodista estudiante de especialización en gerencia del mercadeo,1500000,coordinadora comercial,comercial,613,9,11.0
16,medellin,36,masculino,primaria,ninguno,fijo,mayordomo,781242,jardinero,operativo,55,32,35.0
3,medellin,21,femenino,secundaria,ninguno,fijo,no dato,781242,operario de planta,operativo,179,16,21.0
99,quibdo,24,masculino,secundaria,ninguno,fijo,auxiliar pedagogico,781242,operaria de planta,operativo,775,16,21.0
1,medellin,21,femenino,técnico,ninguno,fijo,enfermera,781242,operario de planta,operativo,46,16,21.0
7,medellin,35,femenino,secundaria,ninguno,fijo,auxiliar de cocina,781242,operaria de planta,operativo,19,16,21.0
5,medellin,26,femenino,secundaria,ninguno,fijo,no dato,781242,operario de planta,operativo,1370,16,21.0
99,la estrella,26,femenino,secundaria,ninguno,fijo,no dato,781242,operaria de planta,operativo,14,16,21.0
5,medellin,36,femenino,secundaria,ninguno,fijo,recepcionista,781242,operario de planta,operativo,13,16,21.0
1,medellin,20,femenino,técnico,ninguno,fijo,secretariado,781242,operaria de planta,operativo,413,16,21.0
7,medellin,28,femenino,secundaria,ninguno,fijo,asesora de cobranzas,781242,operario de planta,operativo,14,16,21.0
4,medellin,27,femenino,secundaria,ninguno,fijo,oficios varios,781242,operaria de planta,operativo,187,16,21.0
6,medellin,25,femenino,tecnológico,ninguno,fijo,investigación judicial,781242,operario de planta,operativo,1154,16,21.0
99,medellin,19,femenino,primaria,ninguno,fijo,vendedora,781242,operaria de planta,operativo,101,16,21.0
16,medellin,24,femenino,secundaria,ninguno,fijo,asesora comercial,781242,asesor call center,operativo,1683,4,11.0
7,medellin,24,masculino,secundaria,ninguno,fijo,empacador,781242,asesor call center,operativo,14,4,11.0
13,medellin,30,femenino,técnico,ninguno,fijo,auxiliar de enfermeria,781242,asesor call center,operativo,1265,1,8.0
4,medellin,20,femenino,técnico,ninguno,fijo,archivo clinico,781242,asesor call center,operativo,93,14,21.0
5,medellin,24,masculino,tecnológico,ninguno,fijo,gestión y ejecución instrumental para las prácticas musicales,781242,asesor call center,operativo,932,13,20.0
1,medellin,25,masculino,no dato,ninguno,obra o labor,auxiliar de obra,781242,auxiliar de obra,operativo,75,12,12.0
4,medellin,59,masculino,secundaria,ninguno,obra o labor,oficial de construcción,1270800,oficial de obra,operativo,215,84,84.0
5,medellin,52,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,241,84,84.0
5,medellin,23,masculino,secundaria,ninguno,obra o labor,ayudante de construcción,781242,ayudante de obra,operativo,22,84,84.0
12,medellin,26,masculino,profesional,ninguno,termino fijo,ingeniero quimico,1935000,ingeniero quimico,operativo,99,2,2.0
16,medellin,41,masculino,secundaria,ninguno,termino fijo,bachiller academico,781242,ayudante de construcción,operativo,957,70,13.0
99,bello,23,masculino,secundaria,ninguno,termino fijo,bachiller academico,781242,ayudante de producción,operativo,1388,70,17.0
5,medellin,29,masculino,secundaria,ninguno,termino fijo,bachiller academico,781242,ayudante de producción,operativo,1732,70,17.0
99,bogota,30,masculino,profesional,ninguno,termino fijo,administrador de empresas,2504740,encuestador,técnico,3,70,3.0
99,bogota,55,masculino,profesional,ninguno,termino fijo,administrador de empresas,2504740,encuestador,técnico,3,70,3.0
99,bogota,36,masculino,técnico,ninguno,termino fijo,administrador de empresas,1431280,encuestador,técnico,3,70,3.0
99,bogota,32,masculino,secundaria,ninguno,termino fijo,bachiller academico,1071600,encuestador,técnico,3,70,3.0
99,bogota,22,femenino,secundaria,ninguno,termino fijo,bachiller academico,1071600,encuestador,técnico,10,70,3.0
99,bogota,31,masculino,secundaria,ninguno,termino fijo,bachiller academico,1071600,encuestador,técnico,10,70,3.0
99,bogota,34,masculino,profesional,ninguno,termino fijo,ingeniero agronomo,2504740,encuestador,técnico,3,70,3.0
99,bogota,41,femenino,secundaria,ninguno,termino fijo,bachiller academico,1071600,encuestador,técnico,10,70,3.0
99,bogota,24,masculino,tecnológico,ninguno,termino fijo,tecnologo en investigación criminal,2116320,encuestador,técnico,970,70,3.0
99,bogota,27,masculino,profesional,ninguno,termino fijo,ingeniero agronomo,2504740,encuestador,técnico,661,70,3.0
99,bogota,41,masculino,secundaria,ninguno,termino fijo,bachiller academico,1071600,encuestador,técnico,10,70,3.0
99,bogota,39,femenino,profesional,ninguno,termino fijo,zootecnista,2504740,encuestador,técnico,538,70,3.0
99,copacabana,20,femenino,técnico,ninguno,termino indefinido,estudiante técnico en asistencia administrativa,781242,practicante o aprendiz en servicio al cliente,administrativo,2,4,4.0
60,medellin,30,femenino,secundaria,ninguno,termino indefinido,vendedora inmobiliaria,850000,asesor comercial de planta,comercial,38,4,4.0
99,envigado,24,masculino,profesional,ninguno,termino fijo,traductor,1200000,traductor de texto,operativo,4,12,15.0
99,bello,23,masculino,secundaria,ninguno,termino indefinido,operario de planta,781242,operario de planta,operativo,4,9,20.0
16,medellin,23,masculino,técnico,ninguno,termino indefinido,operario de planta,781242,operario de planta,operativo,7,15,20.0
6,no dato,26,femenino,profesional,ninguno,termino indefinido,tesorera,1200000,asistente de tesorería,administrativo,173,37,43.0
99,bello,43,masculino,secundaria,ninguno,termino indefinido,conductor,994000,conductor camión,operativo,8,38,47.0
9,no dato,28,femenino,técnico,ninguno,termino indefinido,recepcionista,781242,recepcionista,administrativo,8,7,48.0
4,no dato,25,masculino,secundaria,ninguno,termino indefinido,mensajero,781242,mensajero,administrativo,10,1,48.0
13,medellin,25,masculino,secundaria,afrodescendientes,obra o labor,ayudante de construcción,781242,pileros comuna 5,operativo,14,60,60.0
7,medellin,44,masculino,técnico,afrodescendientes,obra o labor,ayudante de construcción,781242,pileros comuna 5,operativo,13,60,60.0
12,medellin,54,masculino,secundaria,afrodescendientes,obra o labor,ayudante de construcción,781242,pileros comuna 5,operativo,13,60,60.0
4,medellin,29,masculino,secundaria,afrodescendientes,obra o labor,ayudante de construcción,781242,pileros comuna 5,operativo,14,60,60.0
7,medellin,27,masculino,tecnológico,ninguno,termino indefinido,tecnólogo en dirección de ventas,800000,asesor comercial externo,comercial,7,7,32.0
6,medellin,28,masculino,técnico,ninguno,termino indefinido,técnico en transito y transporte,800000,asesor comercial externo,comercial,547,7,32.0
7,medellin,24,masculino,ninguno,ninguno,obra o labor,pilero,781244,pilero,operativo,31,34,31.0
11,medellin,22,masculino,ninguno,ninguno,obra o labor,pilero,781244,pilero,operativo,31,34,31.0
7,medellin,27,masculino,ninguno,ninguno,obra o labor,pilero,781244,pilero,operativo,31,34,31.0
