comuna,municipio,edad,sexo,máximo_nivel_educativo_alcanzado,grupo_poblacional,tipo_de_contrato,profesión_u_ocupación,salario,cargo_solicitado,nivel_del_cargo,No_días_del_registro_hasta_contratación,No_días_de_la_postulación_hasta_contratación,No_días_del_empleador_en_cubrir_vacante
9,medellin,47,femenino,tecnológico,ninguno,termino indefinido,tecnólogo,1600000,administrador punto de venta,administrativo,713,11,18.0
80,medellin,25,femenino,profesional,ninguno,termino indefinido,profesional,1600000,administrador punto de venta,administrativo,459,11,18.0
99,copacabana,45,femenino,profesional,ninguno,prestación de servicios,profesional,1500000,promotor de empleabilidad,operativo,875,38,48.0
14,medellin,21,femenino,técnico,ninguno,termino fijo,técnico,689455,vendedora,comercial,10,14,22.0
5,medellin,38,femenino,técnica,ninguno,termino fijo,secretariado gerencial,701885,asesor comercial call center,comercial,461,14,30.0
1,medellin,36,femenino,secundaria,ninguno,prestación de servicios,secreraria ejecutiva sistematizada,1100000,auxiliar de cocina,operativo,689,34,13.0
5,medellin,26,femenino,técnica,ninguno,prestación de servicios,secreraria ejecutiva sistematizada,1100000,auxiliar de cocina,operativo,310,33,13.0
99,envigado,25,femenino,profesional,ninguno,aprendizaje,ingeniero industrial,689454,aprendiz ingenieria industrial,operativo,20,18,21.0
1,medellin,58,femenino,tecnológico,ninguno,obra o labor,ambiental,936000,promotor ambiental,técnico,561,27,43.0
2,medellin,46,masculino,técnico,ninguno,obra o labor,ambiental,936000,promotor ambiental,técnico,35,27,43.0
9,medellin,41,femenino,técnico,ninguno,obra o labor,recursos humanos,936000,promotor ambiental,técnico,592,18,34.0
16,medellin,44,masculino,secundaria,ninguno,obra o labor,operario,936000,jardinero,operativo,812,18,34.0
5,medellin,24,masculino,secundaria,ninguno,obra o labor,operario,936000,jardinero,operativo,464,25,42.0
5,medellin,58,masculino,primaria,ninguno,obra o labor,operario,936000,jardinero,operativo,475,25,42.0
99,envigado,37,femenino,profesional,ninguno,termino indefinido,administradora,1500000,administradora,administrativo,25,13,19.0
1,medellin,43,femenino,tecnológico,ninguno,prestación de servicios,gestión comunicativa,1034131,promotor de salud,operativo,658,40,51.0
1,medellin,53,femenino,secundaria,ninguno,prestación de servicios,lider comunitario,1034131,promotor de salud,operativo,672,40,51.0
1,medellin,30,femenino,técnico,ninguno,prestación de servicios,secretariaso sistematizado,1034131,promotor de salud,operativo,686,40,51.0
1,medellin,54,femenino,tecnológico,ninguno,prestación de servicios,tecnologo en gestión comunitaria,1034131,promotor de salud,operativo,700,40,51.0
1,medellin,39,femenino,técnico,ninguno,prestación de servicios,tecnica en peluqueria,1034131,promotor de salud,operativo,48,40,51.0
1,medellin,61,femenino,primaria,ninguno,prestación de servicios,trabajadora comunitaria,1034131,promotor de salud,operativo,47,40,51.0
1,medellin,25,masculino,secundaria,ninguno,prestación de servicios,dinamizador,1034131,promotor de salud,operativo,40,40,51.0
1,medellin,40,femenino,profesional,ninguno,prestación de servicios,psicologa,1034131,promotor de salud,operativo,658,40,51.0
1,medellin,61,femenino,profesional,ninguno,prestación de servicios,trabajadora social,1034131,promotor de salud,operativo,773,40,51.0
1,medellin,59,femenino,secundaria,ninguno,prestación de servicios,delegada,1034131,promotor de salud,operativo,42,40,51.0
1,medellin,37,femenino,secundaria,ninguno,prestación de servicios,lider comunitario,1034131,promotor de salud,operativo,48,40,51.0
1,medellin,50,femenino,técnico,ninguno,prestación de servicios,atención integral a al primera infancia,1034131,promotor de salud,operativo,695,40,51.0
1,medellin,25,masculino,profesional,ninguno,prestación de servicios,trabajador social,3757816,lider nodal,administrativo,48,35,51.0
1,medellin,32,masculino,secundaria,ninguno,termino indefinido,bachiller,689455,asistente de panadería,operativo,823,25,47.0
60,medellin,27,masculino,técnico,ninguno,termino indefinido,técnico,703000,operario agrícola,operativo,798,7,30.0
8,medellin,20,masculino,secundaria,ninguno,termino indefinido,séptimo,703000,operario agrícola,operativo,109,7,30.0
99,niquia,35,masculino,tecnología,ninguno,prestación de servicios,administracion de empresas,2100000,auxiliar de cocina,operativo,14,5,5.0
7,medellin,29,masculino,once,ninguno,termino fijo,bachiller,689545,operario de planta,operativo,66,19,21.0
99,copacabana,25,masculino,once,ninguno,termino fijo,bachiller,689545,operario de planta,operativo,143,19,20.0
99,la ferrería,18,masculino,once,ninguno,termino fijo,bachiller,689545,auxiliar de instalación,operativo,37,16,19.0
60,medellin,38,masculino,once,ninguno,termino fijo,bachiller,689545,auxiliar de instalación,operativo,84,16,19.0
99,paris,40,masculino,once,ninguno,termino fijo,bachiller,689545,auxiliar de instalación,operativo,29,16,19.0
99,trianon,22,femenino,técnica,ninguno,termino fijo,gestión empresarial,701885,asesor comercial call center,comercial,389,23,25.0
99,bello,31,femenino,tecnología,ninguno,termino fijo,gestión empresarial,701885,asesor comercial call center,comercial,525,23,25.0
8,medellin,30,femenino,profesional,ninguno,termino fijo,profesional en areas humanas,4200000,lider de gestión humana,administrativo,858,14,18.0
8,medellin,23,femenino,técnico,ninguno,termino fijo,técnico logistico de apoyo,1780000,lider de gestión humana,administrativo,395,14,18.0
10,medellin,31,femenino,técnico,ninguno,termino fijo,técnico logistico de apoyo,1780000,lider de gestión humana,administrativo,9,14,18.0
1,medellin,47,femenino,primaria,ninguno,termino fijo,oficios varios,689454,secretaria,operativo,575,11,13.0
4,medellin,55,femenino,profesional,ninguno,prestación de servicios,derecho,4574257,formulación de proyectos para empresarismo rural en los cinco (5) corregimientos,administrativo,112,1,2.0
16,medellin,38,femenino,profesional,ninguno,prestación de servicios,administradora de empresas,4574257,profesional empresarismo,administrativo,81,1,15.0
16,medellin,27,masculino,profesional,ninguno,prestación de servicios,administradora de empresas,4574257,profesional empresarismo,administrativo,81,1,15.0
16,medellin,29,femenino,profesional,ninguno,prestación de servicios,economista,4574257,profesional empresarismo,administrativo,81,1,2.0
5,medellin,28,masculino,profesional,ninguno,prestación de servicios,abogado,4574257,gestion juridica en los procesos de empresarismo rural,administrativo,81,1,2.0
16,medellin,52,masculino,profesional,ninguno,prestación de servicios,economista,4574257,formulación de proyectos para empresarismo rural en los cinco (5) corregimientos,administrativo,81,1,1.0
11,medellin,30,masculino,profesional,ninguno,prestación de servicios,politologo,4574257,profesional empresarismo,administrativo,81,1,1.0
16,medellin,30,femenino,profesional,ninguno,prestación de servicios,comunicadora social,3218146,diseño de estrategias comunicacionales y divulgacion de los planes y proyectos,administrativo,81,1,1.0
16,medellin,36,masculino,profesional,ninguno,prestación de servicios,diseño industrial,4574257,diseño de piezas publicitarias,administrativo,81,1,2.0
60,medellin,35,masculino,profesional,ninguno,prestación de servicios,sociologo,4574257,apoyo a los proyectos ambientales en el territorio rural de los cinco corregimientos de medellín,administrativo,81,1,15.0
99,envigado,29,femenino,profesional,ninguno,prestación de servicios,comunicadora social,4574257,apoyo al plan de promoción y mercadeo,administrativo,81,12,15.0
99,girardota,25,masculino,tecnológico,ninguno,termino fijo,tecnologo en produccion,1500000,control de bodegas y procesos,operativo,81,12,15.0
16,medellin,33,femenino,profesional,ninguno,prestación de servicios,diseñadora grafica,4574257,apoyo al diseño de piezas publicitarias,administrativo,81,12,15.0
90,medellin,46,masculino,profesional,ninguno,prestación de servicios,administradora de empresas,3218146,articulacion de proyectos de desarrollo integral para el territorio rural de medellín,administrativo,81,12,15.0
99,bello,25,femenino,profesional,ninguno,prestación de servicios,ingeniera financiera y de negocios,4574257,"formulacion, seguimiento y evaluación financiera de los proyectos rurales",administrativo,81,12,1.0
8,medellin,30,masculino,secundaria,ninguno,termino indefinido,conductor,689455,conductor y mensajeria,operativo,49,18,25.0
16,medellin,29,femenino,técnico,ninguno,prestación de servicios,organizadora de eventos,3218146,apoyo logistico para el desarrollo de los programas de empresarismo rural:,administrativo,81,1,15.0
16,medellin,26,femenino,profesional,ninguno,prestación de servicios,administradora comercial y de mercadeo,4574257,definicion de canales de marketing,administrativo,81,1,15.0
7,medellin,22,femenino,primaria,ninguno,termino fijo,operaria de confección,689454,operaria de confección,operativo,47,46,55.0
1,medellin,20,masculino,secundaria,ninguno,obra o labor,operario,936000,jardinero,operativo,27,34,50.0
1,medellin,25,masculino,secundaria,ninguno,obra o labor,operario,936000,jardinero,operativo,21,19,50.0
1,medellin,26,masculino,tecnológico,ninguno,obra o labor,operario,936000,jardinero,operativo,21,19,50.0
1,medellin,33,masculino,primaria,ninguno,obra o labor,operario,936000,jardinero,operativo,21,19,50.0
1,medellin,56,masculino,primaria,ninguno,obra o labor,operario,936000,jardinero,operativo,453,19,50.0
1,medellin,40,masculino,tecnológico,ninguno,obra o labor,ambiental,936000,promotor ambiental,operativo,48,28,59.0
5,medellin,49,masculino,secundaria,ninguno,obra o labor,operario,936000,jardinero,operativo,39,25,42.0
5,medellin,37,masculino,secundaria,ninguno,obra o labor,operario,936000,jardinero,operativo,41,31,48.0
5,medellin,25,masculino,secundaria,ninguno,obra o labor,tallerista,936000,promotor ambiental,operativo,3,2,51.0
5,medellin,40,femenino,tecnológico,ninguno,obra o labor,tecnologa,936000,promotor ambiental,operativo,616,2,51.0
7,medellin,34,femenino,tecnológico,ninguno,obra o labor,ambiental,936000,promotor ambiental,operativo,32,13,32.0
7,medellin,41,femenino,tecnológico,ninguno,obra o labor,ambiental,936000,promotor ambiental,operativo,31,13,32.0
7,medellin,41,femenino,técnico,ninguno,obra o labor,ambiental,936000,promotor ambiental,operativo,460,13,32.0
7,medellin,35,femenino,profesional,ninguno,obra o labor,ambiental,936000,promotor ambiental,operativo,476,21,42.0
7,medellin,22,masculino,tecnológico,ninguno,obra o labor,ambiental,936000,promotor ambiental,operativo,41,21,42.0
7,medellin,31,masculino,tecnológico,ninguno,obra o labor,ambiental,936000,promotor ambiental,operativo,643,20,41.0
16,medellin,25,femenino,profesional,ninguno,obra o labor,ambiental,936000,promotor ambiental,operativo,88,24,40.0
16,medellin,33,masculino,secundaria,ninguno,obra o labor,ambiental,936000,jardinero,operativo,34,12,49.0
1,medellin,46,masculino,profesional,ninguno,termino fijo,ingeniero sanitario,4600000,profesional de enlace,administrativo,502,3,18.0
1,medellin,21,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,28,18,33.0
1,medellin,50,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,723,14,29.0
1,medellin,22,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,718,18,33.0
1,medellin,26,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,669,14,29.0
1,medellin,26,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,24,14,29.0
1,medellin,27,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,23,14,29.0
1,medellin,21,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,62,18,33.0
1,medellin,22,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,46,18,33.0
1,medellin,56,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,129,14,29.0
1,medellin,33,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,24,14,29.0
1,medellin,25,masculino,técnico,ninguno,termino fijo,técnico logistica empresarial,1200000,promotor ambiental,técnico,664,18,33.0
1,medellin,26,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,28,18,33.0
1,medellin,27,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,52,14,29.0
1,medellin,25,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,718,18,33.0
1,medellin,36,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,466,18,33.0
1,medellin,20,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,19,18,33.0
1,medellin,52,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,40,18,33.0
1,medellin,42,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,27,18,33.0
1,medellin,29,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,26,18,33.0
1,medellin,49,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,24,14,29.0
1,medellin,56,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,23,14,29.0
1,medellin,19,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,15,14,29.0
1,medellin,27,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,28,18,33.0
1,medellin,42,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,25,14,29.0
1,medellin,63,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,667,14,29.0
1,medellin,26,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,23,14,29.0
1,medellin,33,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,33,18,33.0
1,medellin,40,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,28,18,33.0
1,medellin,28,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,28,18,33.0
1,medellin,65,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,120,18,33.0
1,medellin,61,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,120,18,33.0
1,medellin,42,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,28,18,33.0
1,medellin,36,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,29,18,33.0
1,medellin,19,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,473,18,33.0
1,medellin,54,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,32,18,33.0
2,medellin,45,femenino,profesional,ninguno,termino fijo,quimica farmaceutica,4600000,profesional de enlace,administrativo,397,10,18.0
2,medellin,28,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,27,25,33.0
2,medellin,25,masculino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,112,25,33.0
2,medellin,46,femenino,secundaria,ninguno,termino fijo,bachiller academico,1200000,promotor ambiental,técnico,26,25,33.0
10,medellin,27,femenino,profesional,ninguno,termino fijo,ingeniero ambiental,4600000,profesional de enlace,administrativo,390,10,18.0
10,medellin,36,femenino,tecnológico,ninguno,termino fijo,tecnologa en diagnostico y consultoria empresarial,3300000,tecnólogo de apoyo,técnico,25,10,18.0
15,medellin,35,femenino,secundaria,ninguno,termino fijo,ingeniera ambiental,4600000,profesional de enlace,administrativo,28,10,18.0
15,medellin,54,femenino,secundaria,ninguno,termino fijo,bachiller academico,1600000,apoyo técnico,técnico,446,10,18.0
15,medellin,50,femenino,secundaria,ninguno,termino fijo,bachiller academico,1600000,apoyo técnico,técnico,675,10,18.0
15,medellin,53,femenino,secundaria,ninguno,termino fijo,bachiller academico,1600000,apoyo técnico,técnico,697,10,18.0
15,medellin,23,masculino,secundaria,ninguno,termino fijo,bachiller academico,1600000,apoyo técnico,técnico,689,10,18.0
5,medellin,21,femenino,técnico,ninguno,termino fijo,gestión comercial y telemercadeo,689454,asesor de servicio al cliente,operativo,7,7,7.0
